	Portfolio Val	SP500	Rolling_mean_PV	Rolling_std_PV	upper_band_PV	lower_band_PV	BB
367	13480.057223255777	2271.72	13303.927717217894	107.73676176884551	13519.401240755584	13088.454193680203	0.8174067196106092
368	13346.441300353124	2253.28	13331.98586973254	93.19276751072061	13518.371404753982	13145.600334711098	0.07755661199202869
369	13290.84424521913	2262.03	13342.225985971518	82.73575115212473	13507.697488275768	13176.754483667268	-0.31051715876678754
370	13222.214349475387	2258.07	13321.60601806159	99.21149972445826	13520.029017510506	13123.183018612674	-0.5009080039221482
371	13271.32174111583	2262.53	13322.175771883878	98.83755806607147	13519.85088801602	13124.500655751735	-0.25726065962725175
372	13316.231466884226	2270.76	13289.41062060957	46.94799762059131	13383.306615850752	13195.514625368387	0.28564419819785286
373	13282.36252598684	2265.18	13276.594865736313	34.61364349237365	13345.82215272106	13207.367578751566	0.08331483872534094
374	13218.407834158972	2260.96	13262.107583524281	41.61038440685216	13345.328352337985	13178.886814710577	-0.5251062924344513
375	13194.221356789623	2263.79	13256.50898498713	49.46221914610682	13355.433423279343	13157.584546694916	-0.6296485405710773
376	13316.620614475469	2268.88	13265.568759659058	56.50140963179327	13378.571578922645	13152.56594039547	0.4517750543668216
377	13298.59362686242	2249.92	13262.041191654696	52.98903290258912	13368.019257459875	13156.063125849518	0.3449056644883278
378	13302.268736913218	2249.26	13266.022433839971	55.5819164693134	13377.186266778597	13154.858600901345	0.32606201239263166
379	13139.616352646884	2238.83	13250.264137537553	78.78312874854181	13407.830395034636	13092.69788004047	-0.7022302023814763
380	13151.599068227712	2257.83	13241.739679825168	88.11611122992429	13417.971902285017	13065.50745736532	-0.5114876856188648
381	13254.410635473609	2270.75	13229.297684024797	78.79907784770091	13386.895839720199	13071.699528329396	0.1593480033950921
382	13431.48513245187	2269.0	13255.875985142688	119.77372920921891	13495.423443561125	13016.32852672425	0.7330870820696856
383	13590.525035445233	2276.98	13313.52724484909	194.03759014533563	13701.602425139761	12925.45206455842	0.7137735280794532
384	13552.79947788515	2268.9	13396.163869896744	189.3835325713643	13774.930935039472	13017.396804754015	0.4135407283349258
385	13525.461950862316	2268.9	13470.936446423666	134.55096632918227	13740.03837908203	13201.834513765301	0.20262026325865393
386	13594.898139806655	2275.32	13539.033947290274	66.54430226906672	13672.122551828408	13405.94534275214	0.41975188416957593
387	13648.014550827205	2270.44	13582.339830965342	46.49086799486383	13675.32156695507	13489.358094975614	0.7063184953776164
388	13693.611919862416	2274.64	13602.95720784878	68.61978992070264	13740.196787690185	13465.717628007375	0.6605580701893545
389	13660.034955238265	2267.89	13624.404303319403	65.72078082003294	13755.845864959469	13492.962741679337	0.2710759935767614
390	13653.4380856213	2271.89	13649.9995302712	35.548126947256094	13721.095784165711	13578.903276376688	0.04836478944729775
391	13647.893199191118	2263.69	13660.598542148093	19.113185589392494	13698.824913326878	13622.372170969307	-0.3323711502081142
